Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Change Opening,$ Change Close,Star Ratings,Performed
2006/3/8,Good Harbor Partners Acquisitions ,GHBBU,HCFP/Brenner Securities,$10.10 ,$10.21 ,$10.35 ,2.48%,$0.11 ,$0.25 ,1,
2006/3/8,Alexza Pharmaceuticals ,ALXA,Piper Jaffray/Pacific Growth Equities,$8.00 ,$8.00 ,$8.51 ,6.38%,$0.00 ,$0.51 ,1,
2006/3/9,Eagle Test Systems ,EGLT,Banc of America/Lehman Brothers,$15.50 ,$16.65 ,$15.50 ,0.00%,$1.15 ,$0.00 ,2,
2006/3/14,TransDigm Group ,TDG,Credit Suisse/Lehman Brothers,$21.00 ,$23.65 ,$24.10 ,14.76%,$2.65 ,$3.10 ,3,
2006/3/15,Acquicor Technology ,AQR.U,ThinkEquity Partners/CRT Capital Group,$6.00 ,$6.25 ,$6.80 ,13.33%,$0.25 ,$0.80 ,1,
2006/3/16,Echo Healthcare Acquisition ,EHHAU,Morgan Joseph/RothCapitalPartners,$8.00 ,$8.40 ,$8.30 ,3.75%,$0.40 ,$0.30 ,1,
2006/3/21,Nextest Systems ,NEXT,Merrill Lynch,$14.00 ,$14.00 ,$17.10 ,22.14%,$0.00 ,$3.10 ,3,
2006/3/22,North American Insurance Leanders ,NAO.U,CRT Capital Group,$8.00 ,$8.15 ,$8.25 ,3.13%,$0.15 ,$0.25 ,1,
2006/3/23,Clayton Holdings ,CLAY,William Blair/Piper Jafray,$17.00 ,$19.00 ,$21.00 ,23.53%,$2.00 ,$4.00 ,3,
2006/3/23,Global Traffic Network ,GNET,Feltl & Company,$5.00 ,$5.30 ,$5.20 ,4.00%,$0.30 ,$0.20 ,1,
2006/3/23,Tim Hortons ,THI,Goldman Sachs/RBC Capital Markets,$23.16 ,$31.95 ,$28.17 ,21.63%,$8.79 ,$5.01 ,4,
2006/3/29,China GrenTech ,GRRF,Bear Stearns,$18.00 ,$22.06 ,$19.00 ,5.56%,$4.06 ,$1.00 ,2,
2006/3/30,Himax Technologies ,HIMX,Morgan Stanley,$9.00 ,$9.12 ,$8.75 ,-2.78%,$0.12 ,($0.25),2,Missed
2006/3/30,Phoenix India Acquisition ,PXIAU,Rodman & Renshaw/I-Bankers Securities,$8.00 ,$8.95 ,$8.30 ,3.75%,$0.95 ,$0.30 ,1,
2006/4/4,Visicu ,EICU,Morgan Stanley,$16.00 ,$18.08 ,$24.78 ,54.88%,$2.08 ,$8.78 ,2,
2006/4/5,General Finance ,GFN.U,Morgan Joseph,$8.00 ,$8.20 ,$8.29 ,3.62%,$0.20 ,$0.29 ,1,
2006/4/5,Castle Brands ,ROX,Oppenheimer,$9.00 ,$9.30 ,$9.00 ,0.00%,$0.30 ,$0.00 ,1,
2006/4/5,Goodman Global ,GGL,JPMorgan/Merrill Lynch/Goldman Sachs,$18.00 ,$20.70 ,$20.05 ,11.39%,$2.70 ,$2.05 ,2,
2006/4/6,Omega Navigation Enterprises ,ONAV,Jefferies/JPMorgan,$17.00 ,$17.00 ,$16.00 ,-5.88%,$0.00 ,($1.00),1,
2006/4/6,Sealy ,ZZ,Citigroup/Goldman Sachs/JP Morgan/Banc of America,$16.00 ,$17.50 ,$17.50 ,9.38%,$1.50 ,$1.50 ,2,
2006/4/11,Asia Automotive Acquisition,AAACU,Rodman & Renshaw,$8.00 ,$8.70 ,$9.40 ,17.50%,$0.70 ,$1.40 ,1,
2006/4/11,JK Acquisition ,JKA.U,Ferris Baker Watts,$6.00 ,$6.00 ,$6.06 ,1.00%,$0.00 ,$0.06 ,1,
2006/4/11,Targacept ,TRGT,Deutsche Bank/Pacific Growth Equities ,$9.00 ,$9.00 ,$8.66 ,-3.78%,$0.00 ,($0.34),1,
2006/4/11,Vanda Pharmaceuticals ,VNDA,JPMorgan/Banc of America,$10.00 ,$9.55 ,$9.68 ,-3.20%,($0.45),($0.32),1,
2006/4/12,Healthcare Acquisition Partners,HAQPU,FTN Midwest Securities,$6.00 ,$6.10 ,$6.10 ,1.67%,$0.10 ,$0.10 ,1,
2006/4/18,Global Services Partners Acquisitions ,GSPAU,HCFP/Brenner Securities,$8.50 ,$9.55 ,$9.51 ,11.88%,$1.05 ,$1.01 ,1,
2006/4/18,Global Services Partners Acquisitions ,GSPBU,HCFP/Brenner Securities,$10.10 ,$10.80 ,$10.60 ,4.95%,$0.70 ,$0.50 ,1,
2006/4/18,Terra Nova Acquisition,TNVAU,EarlyBird Capital,$6.00 ,$6.09 ,$6.22 ,3.67%,$0.09 ,$0.22 ,1,
2006/4/20,Omrix Biophamaceuticals ,OMRI,UBS Investment Bank,$10.00 ,$9.91 ,$10.03 ,0.30%,($0.09),$0.03 ,1,
2006/4/20,Complete Production Services ,CPX,Credit Suisse /UBS Investment Bank,$24.00 ,$27.45 ,$26.90 ,12.08%,$3.45 ,$2.90 ,3,
2006/4/25,Shanghai Century Acquisition ,SHA.U,I-Bankers/WR Hambrecht+Co,$8.00 ,$8.65 ,$8.65 ,8.13%,$0.65 ,$0.65 ,1,
2006/4/25,Corel ,CREL,Morgan Stanley,$16.00 ,$15.36 ,$15.85 ,-0.94%,($0.64),($0.15),1,
2006/4/26,Harbor Acquisition ,HAC.U,Ferris Baker Watts/Brean Murray,$6.00 ,$8.65 ,$6.23 ,3.83%,$2.65 ,$0.23 ,1,
2006/4/27,CPI International ,CPII,UBS Investment Bank/Bear Stearns,$18.00 ,$19.10 ,$18.00 ,0.00%,$1.10 ,$0.00 ,2,
2006/4/27,RAM Holdings ,RAMR,Banc of America/Merrill Lynch,$13.00 ,$12.99 ,$13.20 ,1.54%,($0.01),$0.20 ,1,
2006/5/3,Delek US Holdings ,DK,Lehman Brothers/Citigroup,$16.00 ,$16.11 ,$16.25 ,1.56%,$0.11 ,$0.25 ,2,Missed
2006/5/3,DynCorp International ,DCP,Credit Suisse/Goldman Sachs,$15.00 ,$15.00 ,$14.94 ,-0.40%,$0.00 ,($0.06),2,Missed
2006/5/4,Northstar Neuroscience,NSTR,Citigroup/Cowen,$15.00 ,$16.08 ,$16.60 ,10.67%,$1.08 ,$1.60 ,1,Missed
2006/5/9,"Alliance Holdings GP, L.P. ",AHGP,Lehman Brothers/Citigroup,$25.00 ,$25.90 ,$25.00 ,0.00%,$0.90 ,$0.00 ,2,
2006/5/9,Novacea ,NOVC,Bear Stearns/Cowen,$6.50 ,$6.50 ,$6.50 ,0.00%,$0.00 ,$0.00 ,1,
2006/5/10,Compass Group Diversified Holdings,CODI,Ferris Baker Watts,$15.00 ,$14.55 ,$15.03 ,0.20%,($0.45),$0.03 ,1,
2006/5/11,Ascend Acquisiton ,ASAQU,EarlyBirdCapital,$6.00 ,$6.10 ,$6.21 ,3.50%,$0.10 ,$0.21 ,1,
2006/5/11,BioMimetic Therapeutics ,BMTI,Deutsche Bank/Pacific Growth Equities,$8.00 ,$7.95 ,$8.25 ,3.13%,($0.05),$0.25 ,1,
2006/5/11,Basin Water ,BWTR,Janney Montgomery Scott,$12.00 ,$15.70 ,$16.99 ,41.58%,$3.70 ,$4.99 ,3,
2006/5/16,Restore Medical ,REST,Deutsche Bank,$8.00 ,$8.01 ,$8.19 ,2.37%,$0.01 ,$0.19 ,1,
2006/5/16,Penson Worldwide ,PNSN,JPMorgan/Credit Suisse First Boston,$17.00 ,$19.13 ,$19.50 ,14.71%,$2.13 ,$2.50 ,2,
2006/5/17,Burger King Holdings ,BKC,JPMorgan,$17.00 ,$18.00 ,$17.50 ,2.94%,$1.00 ,$0.50 ,2,
2006/5/18,Darwin Professional Underwriters ,DR,Merrill Lynch/Credit Suisse,$16.00 ,$17.10 ,$18.73 ,17.06%,$1.10 ,$2.73 ,2,
2006/5/23,Vonage Holdings ,VG,Citigroup/Deutsche Bank/UBS Investment Bank,$17.00 ,$17.00 ,$14.85 ,-12.65%,$0.00 ,($2.15),2,Missed
2006/5/24,MasterCard ,MA,Goldman Sachs/Citigroup/HSBC/JPMorgan,$39.00 ,$40.30 ,$46.00 ,17.95%,$1.30 ,$7.00 ,1,Missed
2006/5/25,Mueller Water Products ,MWA,Banc of America/Morgan Stanley/Lehman Brothers,$16.00 ,$16.50 ,$16.75 ,4.69%,$0.50 ,$0.75 ,3,Missed
2006/5/31,CTC Media ,CTCM,Deutsche Bank,$14.00 ,$14.75 ,$17.00 ,21.43%,$0.75 ,$3.00 ,2,
2006/6/1,HD Partners Acquisition ,HDP-U,Morgan Joseph,$8.00 ,$8.05 ,$8.01 ,0.12%,$0.05 ,$0.01 ,1,
2006/6/1,Alphatec Holdings ,ATEC,Deutsche Bank/First Albany,$9.00 ,$9.00 ,$8.98 ,-0.22%,$0.00 ,($0.02),1,
2006/6/1,Town Sports International Holdings ,CLUB,Credit Suisse/Deutsche Bank,$13.00 ,$13.00 ,$13.25 ,1.92%,$0.00 ,$0.25 ,1,
2006/6/2,Luna Innovations ,LUNA,ThinkEquity Partners,$6.00 ,$6.00 ,$6.00 ,0.00%,$0.00 ,$0.00 ,1,
2006/6/5,Community Bankers Acquisition ,BTC.U,I-Bankers/Maxim Group,$8.00 ,$7.90 ,$7.85 ,-1.88%,($0.10),($0.15),1,
2006/6/6,LoopNet ,LOOP,Credit Suisse,$12.00 ,$14.75 ,$15.00 ,25.00%,$2.75 ,$3.00 ,3,
2006/6/12,Verigy Ltd. ,VRGY,Goldman Sachs/Credit Suisse,$15.00 ,$15.05 ,$14.25 ,-5.00%,$0.05 ,($0.75),1,
2006/6/13,VeraSun Energy ,VSE,Morgan Stanley/Lehman Brothers,$23.00 ,$28.00 ,$30.00 ,30.43%,$5.00 ,$7.00 ,4,
2006/6/14,Volcano ,VOLC,JPMorgan/Piper Jaffray,$8.00 ,$8.00 ,$9.18 ,14.75%,$0.00 ,$1.18 ,1,
2006/6/14,Golfsmith International Holdings ,GOLF,Merrill Lynch/JPMorgan,$11.50 ,$11.61 ,$11.10 ,-3.48%,$0.11 ,($0.40),1,
2006/6/14,Synchronoss Technologies ,SNCR,Goldman Sachs/Deutsche Bank,$8.00 ,$9.00 ,$8.85 ,10.63%,$1.00 ,$0.85 ,1,
2006/6/14,Houston Wire & Cable ,HWCC,William Blair/Robert W. Baird,$13.00 ,$16.00 ,$15.21 ,17.00%,$3.00 ,$2.21 ,2,
2006/6/20,Techwell ,TWLL,Lehman Brothers/Cowen,$9.00 ,$9.00 ,$8.75 ,-2.78%,$0.00 ,($0.25),1,
2006/6/22,Home BancShares,HOMB,Stephens,$18.00 ,$21.18 ,$20.00 ,11.11%,$3.18 ,$2.00 ,2,
2006/6/27,Omniture ,OMTR,Morgan Stanley/Creidt Suisse,$6.50 ,$6.50 ,$6.53 ,0.46%,$0.00 ,$0.03 ,1,
2006/6/27,PGT ,PGTI,Deutsche Bank/JPMorgan,$14.00 ,$14.50 ,$15.50 ,10.71%,$0.50 ,$1.50 ,2,
2006/6/27,Replidyne ,RDYN,Merril Lynch/Morgan Stanley,$10.00 ,$10.00 ,$10.25 ,2.50%,$0.00 ,$0.25 ,1,
2006/6/27,J. Crew Group ,JCG,Goldman Sachs/Bear Stearns,$20.00 ,$25.05 ,$25.55 ,27.75%,$5.05 ,$5.55 ,3,
2006/6/28,Aventine Renewable Energy Holdings ,AVR,Banc of America/Friedman Billings Ramsey/Goldman Sachs,$43.00 ,$41.75 ,$38.37 ,-10.77%,($1.25),($4.63),3,Missed
2006/6/29,Gmarket ,GMKT,Goldman Sachs In't/Cowen,$15.25 ,$19.10 ,$15.10 ,-0.98%,$3.85 ,($0.15),2,
2006/7/11,Allied World Assurance Holdings ,AWH,Goldman Sachs,$34.00 ,$34.75 ,$34.25 ,0.74%,$0.75 ,$0.25 ,2,
2006/7/12,Cowen Group ,COWN,Cowen/Credit Suisse/Merrill Lynch,$16.00 ,$16.00 ,$15.88 ,-0.75%,$0.00 ,($0.12),1,
2006/7/13,"Valero GP Holdings, LLC ",VEH,Lehman Brothers,$22.00 ,$22.00 ,$22.00 ,0.00%,$0.00 ,$0.00 ,2,Missed
2006/7/18,Energy Infrastructure Acquisition,EII-U,Maxim Group,$10.00 ,$10.00 ,$9.80 ,-2.00%,$0.00 ,($0.20),1,
2006/7/19,Millenium India Acquisition ,MQC-U,Ladenburg Thalmann,$8.00 ,$7.50 ,$7.71 ,-3.63%,($0.50),($0.29),1,
2006/7/20,"Atlas Pipeline Holdings, L.P. ",AHD,Lehman Brothers,$23.00 ,$23.00 ,$23.00 ,0.00%,$0.00 ,$0.00 ,1,
2006/7/25,WNS (Holdings) Limited ,WNS,Morgan Stanley/Deutsche Bank/Merrill Lynch,$20.00 ,$21.10 ,$24.50 ,22.50%,$1.10 ,$4.50 ,3,
2006/7/25,Chart Industries ,GTLS,Morgan Stanley/Lehman Brothers/UBS Investment Bank,$15.00 ,$15.00 ,$15.20 ,1.33%,$0.00 ,$0.20 ,1,
2006/7/27,Crystal River Capital ,CRZ,Deutsche Bank/Wachovia Securities,$23.00 ,$22.65 ,$22.46 ,-2.35%,($0.35),($0.54),1,
2006/7/27,GeoMet ,GMET,Banc of America Securities,$10.00 ,$10.75 ,$10.97 ,9.70%,$0.75 ,$0.97 ,1,
2006/8/1,Security Capital Assurance Ltd. ,SCA,Goldman Sachs/JPMorgan/Merrill Lynch,$20.50 ,$20.90 ,$20.50 ,0.00%,$0.40 ,$0.00 ,1,
2006/8/3,Osiris Therapeutics,OSIR,Jefferies,$11.00 ,$11.00 ,$11.00 ,0.00%,$0.00 ,$0.00 ,2,Missed
2006/8/3,Buckeye GP Holdings L.P. ,BGH,Goldman Sachs/Merrill Lynch/Citigroup/UBS Investment Bank,$17.00 ,$16.75 ,$16.23 ,-4.53%,($0.25),($0.77),1,
2006/8/7,Aircastle ,AYR,JPMorgan/Bear Stearns/Citibank,$23.00 ,$27.45 ,$26.66 ,15.91%,$4.45 ,$3.66 ,2,
2006/8/8,Qimonda AG ,QI,Credit Suisse/JPMorgan,$13.00 ,$13.50 ,$13.54 ,4.15%,$0.50 ,$0.54 ,1,
2006/8/10,Evercore Partners ,EVR,Lehman Brothers,$21.00 ,$25.00 ,$24.85 ,18.33%,$4.00 ,$3.85 ,3,
2006/8/15,InnerWorkings ,INWK,Morgan Stanley,$9.00 ,$10.25 ,$10.45 ,16.11%,$1.25 ,$1.45 ,1,
2006/8/24,Marathon Acquisition ,MAQ-U,Citigroup,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1,
2006/8/30,Energy Services Acquisition ,ESA-U,Ferris Baker Watts,$6.00 ,$5.60 ,$5.77 ,-3.83%,($0.40),($0.23),1,
2006/9/6,New Oriental Education & Technology Group ,EDU,Credit Suisse/Goldman Sachs (Asia),$15.00 ,$22.00 ,$20.88 ,39.20%,$7.00 ,$5.88 ,2,
2006/9/19,"Hiland Holdings GP, LP",HPGP,Lehman Brothers/AG Edwards,$18.50 ,$19.00 ,$19.25 ,4.05%,$0.50 ,$0.75 ,1,
2006/9/20,Warner Chilcott Holdings ,WCRX,Goldman Sachs,$15.00 ,$14.75 ,$14.95 ,-0.33%,($0.25),($0.05),1,
2006/9/20,Home Diagnostics ,HDIX,JPMorgan,$12.00 ,$12.00 ,$12.61 ,5.08%,$0.00 ,$0.61 ,1,
2006/9/20,Riverbed Technology ,RVBD,Goldman Sachs,$9.75 ,$14.60 ,$15.30 ,56.92%,$4.85 ,$5.55 ,3,
2006/9/21,Porter Bancorp ,PBIB,Sandler O'Neill/Keefe Bruyette & Woods,$24.00 ,$24.25 ,$23.00 ,-4.17%,$0.25 ,($1.00),3,Missed
2006/9/21,CommVault Systems ,CVLT,Credit Suisse/Goldman Sachs,$14.50 ,$16.00 ,$17.00 ,17.24%,$1.50 ,$2.50 ,2,
2006/9/21,DivX ,DIVX,JPMorgan,$16.00 ,$19.50 ,$18.70 ,16.88%,$3.50 ,$2.70 ,4,
2006/9/25,Mindray Medical International ,MR,Goldman Sachs (Asia)/UBS Investment Bank,$13.50 ,$16.00 ,$17.72 ,31.26%,$2.50 ,$4.22 ,3,
2006/9/26,EV Energy Partners L.P. ,EVEP,AG Edwards/Raymond James,$20.00 ,$20.10 ,$19.79 ,-1.05%,$0.10 ,($0.21),1,
2006/9/27,CBRE Realty Finance ,CBF,Credit Suisse/Deutsche Bank/Citibank/Wachovia,$14.50 ,$14.50 ,$15.00 ,3.45%,$0.00 ,$0.50 ,1,
2006/9/27,ICF International ,ICFI,UBS Investment Bank/Stifel Nicolaus,$12.00 ,$12.00 ,$12.25 ,2.08%,$0.00 ,$0.25 ,1,
2006/9/28,Shutterfly ,SFLY,JPMorgan,$15.00 ,$15.50 ,$15.55 ,3.67%,$0.50 ,$0.55 ,2,
2006/9/28,Bare Escentuals ,BARE,Goldman Sachs/CIBC World Markets,$22.00 ,$28.00 ,$27.15 ,23.41%,$6.00 ,$5.15 ,3,
2006/9/28,Omni Financial Services ,OFSI,Sandler O'Neill/Keeye Bruyette & Woods,$9.50 ,$10.00 ,$10.49 ,10.42%,$0.50 ,$0.99 ,1,
2006/10/3,Rhapsody Acquisition ,RPSDU,EarlyBirdCapital ,$8.00 ,$8.03 ,$8.13 ,1.63%,$0.03 ,$0.13 ,1,
2006/10/3,BreitBurn Energy Partners L.P. ,BBEP,RBC Capital Markets/Citigroup,$18.50 ,$18.20 ,$18.21 ,-1.57%,($0.30),($0.29),1,
2006/10/5,Danaos ,DAC,Merrill Lynch/Citigroup,$21.00 ,$21.00 ,$20.85 ,-0.71%,$0.00 ,($0.15),2,Missed
2006/10/11,Fortissimo Acquisition ,FSMOU,EarlyBirdCapital,$6.00 ,$6.03 ,$5.84 ,-2.67%,$0.03 ,($0.16),1,
2006/10/12,Acme Packet ,APKT,Goldman Sachs/Credit Suisse,$9.50 ,$14.00 ,$15.91 ,67.47%,$4.50 ,$6.41 ,3,
2006/10/12,SAIC ,SAI,Morgan Stanley/Bear Stearns,$15.00 ,$17.00 ,$18.18 ,21.20%,$2.00 ,$3.18 ,3,
2006/10/12,Ultrapetrol (Bahamas) Limited ,ULTR,UBS Investment Bank/Bear Stearns,$11.00 ,$11.00 ,$10.54 ,-4.18%,$0.00 ,($0.46),1,
2006/10/12,eHealth ,EHTH,Morgan Stanley/Merrill Lynch,$14.00 ,$25.00 ,$22.90 ,63.57%,$11.00 ,$8.90 ,3,
2006/10/16,"Universal Compression Partnership, L.P. ",UCLP,Merrill Lynch/Lehman Brothers,$21.00 ,$22.50 ,$22.53 ,7.29%,$1.50 ,$1.53 ,1,Missed
2006/10/17,Stanley ,SXE,Citigroup/Wachovia,$13.00 ,$16.50 ,$15.50 ,19.23%,$3.50 ,$2.50 ,3,
2006/10/17,Trubion Pharmaceuticals ,TRBN,Morgan Stanley,$13.00 ,$13.00 ,$13.09 ,0.69%,$0.00 ,$0.09 ,1,
2006/10/17,First Mercury Financial ,FMR,JPMorgan/Keefe Bruyette Woods,$17.00 ,$19.00 ,$19.50 ,14.71%,$2.00 ,$2.50 ,2,
2006/10/18,Granahan McCourt Acquisition ,GHN-U,Deutsche Bank,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1,
2006/10/18,Ivivi Technologies ,II,Maxim Group,$6.00 ,$6.00 ,$6.07 ,1.17%,$0.00 ,$0.07 ,1,
2006/10/18,Susser Holdings ,SUSS,Merrill Lynch,$16.50 ,$17.10 ,$18.00 ,9.09%,$0.60 ,$1.50 ,3,
2006/10/18,LeMaitre Vascular ,LMAT,Goldman Sachs,$7.00 ,$6.50 ,$6.20 ,-11.43%,($0.50),($0.80),1,
2006/10/19,ExlService Holdings ,EXLS,Citigroup/Goldman Sachs,$13.50 ,$15.95 ,$18.84 ,39.56%,$2.45 ,$5.34 ,3,
2006/10/23,Douglas Emmett ,DEI,Lehman Brothers/Merrill Lynch/Citigroup,$21.00 ,$23.75 ,$23.65 ,12.62%,$2.75 ,$2.65 ,3,
2006/10/24,Eagle Rock Energy L.P. ,EROC,UBS Investment Bank/Lehman Brothers/Goldman Sachs,$19.00 ,$18.00 ,$18.00 ,-5.26%,($1.00),($1.00),2,Missed
2006/10/24,Cadence Pharmaceuticals ,CADX,Merrill Lynch,$9.00 ,$9.00 ,$9.40 ,4.44%,$0.00 ,$0.40 ,1,
2006/10/24,GateHouse Media ,GHS,Goldman Sachs/Wachovia,$18.00 ,$21.60 ,$21.17 ,17.61%,$3.60 ,$3.17 ,2,
2006/10/25,Achillion Pharmaceuticals ,ACHN,Cowen/CIBC World Markets,$11.50 ,$11.60 ,$12.39 ,7.74%,$0.10 ,$0.89 ,1,
2006/10/25,Home Inns & Hotel Management ,HMIN,Credit Suisse/Merrill Lynch,$13.80 ,$22.00 ,$22.50 ,63.04%,$8.20 ,$8.70 ,3,
2006/10/26,Optium ,OPTM,Morgan Stanley/Credit Suisse,$17.50 ,$21.25 ,$19.60 ,12.00%,$3.75 ,$2.10 ,2,
2006/10/31,RRSat Global Communications Netwrok ,RRST,CIBC World Markets/Thomas Weisel Partners,$12.50 ,$14.02 ,$15.03 ,20.24%,$1.52 ,$2.53 ,1,Missed
2006/10/31,Southern National Bancorp of Virginia ,SONA,FIG Partners,$14.00 ,$15.50 ,$16.35 ,16.79%,$1.50 ,$2.35 ,2,
2006/11/1,Globalstar ,GSAT,Wachovia/JPMorgan,$17.00 ,$17.01 ,$17.52 ,3.06%,$0.01 ,$0.52 ,2,
2006/11/2,Innophos Holdings ,IPHS,Credit Suisse/Bear Stearns,$12.00 ,$12.00 ,$12.07 ,0.58%,$0.00 ,$0.07 ,1,
2006/11/2,ORBCOMM,ORBC,UBS Investment Bank/Morgan Stanley,$11.00 ,$11.00 ,$7.75 ,-29.55%,$0.00 ,($3.25),1,
2006/11/7,Catalyst Pharmaceutical Partners ,CPRX,First Albany,$6.00 ,$6.00 ,$6.10 ,1.67%,$0.00 ,$0.10 ,1,
2006/11/8,Canadian Solar ,CSIQ,Deutsche Bank/Lehman Brothers,$15.00 ,$15.52 ,$15.63 ,4.20%,$0.52 ,$0.63 ,3,Missed
2006/11/8,OneBeacon Insurance Group ,OB,Lehman Brothers,$25.00 ,$26.00 ,$26.01 ,4.04%,$1.00 ,$1.01 ,3,
2006/11/8,KBW ,KBW,Keefe Bruyette & Woods/Merrill Lynch,$21.00 ,$26.00 ,$26.83 ,27.76%,$5.00 ,$5.83 ,3,
2006/11/8,Physicians Formula Holdings ,FACE,Deutsche Bank/Citigroup,$17.00 ,$20.00 ,$19.72 ,16.00%,$3.00 ,$2.72 ,2,
2006/11/9,ACA Capital Holdings ,ACA,Credit Suisse/JPMorgan/Bear Stearns,$13.00 ,$13.00 ,$12.85 ,-1.15%,$0.00 ,($0.15),1,
2006/11/9,Thermage ,THRM,Merrill Lynch,$7.00 ,$7.00 ,$6.75 ,-3.57%,$0.00 ,($0.25),1,
2006/11/9,Capella Education ,CPLA,Credit Suisse ,$20.00 ,$25.00 ,$25.11 ,25.55%,$5.00 ,$5.11 ,3,
2006/11/9,Metabolix ,MBLX,Piper Jaffray,$14.00 ,$14.25 ,$15.52 ,10.86%,$0.25 ,$1.52 ,1,
2006/11/14,Constellation Energy Partners LLC ,CEP,Citigroup/Lehman Brothers,$21.00 ,$21.75 ,$21.95 ,4.52%,$0.75 ,$0.95 ,2,
2006/11/14,Emergent BioSolutions ,EBS,JPMorgan,$12.50 ,$12.50 ,$11.70 ,-6.40%,$0.00 ,($0.80),1,
2006/11/15,Hansen Medical ,HNSN,Morgan Stanley/JPMorgan,$12.00 ,$12.00 ,$12.20 ,1.67%,$0.00 ,$0.20 ,2,Missed
2006/11/15,Allot Communications ,ALLT,Lehman Brothers/Deutsche Bank,$12.00 ,$14.50 ,$13.81 ,15.08%,$2.50 ,$1.81 ,3,
2006/11/15,Hertz Global Holdings ,HTZ,Goldman Sachs/Lehman Brothers/Merrill Lynch,$15.00 ,$15.00 ,$15.72 ,4.80%,$0.00 ,$0.72 ,1,
2006/11/15,KBR ,KBR,Credit Suisse/Goldman Sachs/UBS Investment Bank,$17.00 ,$21.00 ,$20.75 ,22.06%,$4.00 ,$3.75 ,2,
2006/11/16,Venoco ,VQ,Credit Suisse/Lehman Brothers/JPMorgan,$17.00 ,$17.00 ,$17.00 ,0.00%,$0.00 ,$0.00 ,1,
2006/11/16,First Solar ,FSLR,Credit Suisse/Morgan Stanley,$20.00 ,$24.50 ,$24.74 ,23.70%,$4.50 ,$4.74 ,3,
2006/11/16,NYMEX Holdings ,NMX,JPMorgan/Merrill Lynch,$59.00 ,$120.00 ,$132.99 ,125.41%,$61.00 ,$73.99 ,4,
2006/11/20,AerCap Holdings N.V. ,AER,Morgan Stanley,$23.00 ,$25.00 ,$23.02 ,0.09%,$2.00 ,$0.02 ,3,
2006/11/20,Willdan Group ,WLDN,Wedbush Morgan Securities,$10.00 ,$10.11 ,$10.56 ,5.60%,$0.11 ,$0.56 ,1,
2006/11/20,Spirit AeroSystems Holdings ,SPR,Credit Suisse/Goldman Sachs/Morgan Stanley,$26.00 ,$27.55 ,$27.48 ,5.69%,$1.55 ,$1.48 ,2,
2006/11/21,North American Energy Partners ,NOA,Credit Suisse/UBS Investment Bank/Jefferies,$16.00 ,$15.50 ,$16.10 ,0.63%,($0.50),$0.10 ,1,
2006/11/27,Wireless Ronin Technologies ,RNIN,Feltl and Company,$4.00 ,$4.36 ,$4.58 ,14.50%,$0.36 ,$0.58 ,1,
2006/11/28,Grupo Aeroportuario del Centro Norte ,OMAB,Citigroup,$18.00 ,$22.00 ,$20.85 ,15.83%,$4.00 ,$2.85 ,3,
2006/11/29,Netlist ,NLST,Thomas Weisel Partners,$7.00 ,$7.50 ,$8.10 ,15.71%,$0.50 ,$1.10 ,2,
2006/12/4,Penn Virginia GP Holdings ,PVG,Lehman Brothers/UBS Investment Bank,$18.50 ,$18.55 ,$18.00 ,-2.70%,$0.05 ,($0.50),1,
2006/12/6,Smart Move ,MVU-U,Newbridge Securities/I-Bankers,$5.00 ,$5.15 ,$5.05 ,1.00%,$0.15 ,$0.05 ,1,
2006/12/7,Heelys ,HLYS,Bear Stearns/Wachovia,$21.00 ,$30.30 ,$32.60 ,55.24%,$9.30 ,$11.60 ,4,
2006/12/7,Aegean Marine Petroleum Network ,ANW,Bear Streans,$14.00 ,$15.00 ,$16.02 ,14.43%,$1.00 ,$2.02 ,2,
2006/12/7,Allegiant Travel ,ALGT,Merrill Lynch,$18.00 ,$24.00 ,$25.10 ,39.44%,$6.00 ,$7.10 ,3,
2006/12/12,Atlas Energy Resources LLC ,ATN,UBS Investment Bank/Wachovia/AG Edwards,$21.00 ,$21.86 ,$22.10 ,5.24%,$0.86 ,$1.10 ,2,
2006/12/12,DCT Industrial Trust ,DCT,Merrill Lynch/Wachovia,$12.25 ,$12.76 ,$12.35 ,0.82%,$0.51 ,$0.10 ,1,
2006/12/12,Guidance Software ,GUID,Morgan Stanley/Lehman Brothers,$11.50 ,$13.00 ,$15.18 ,32.00%,$1.50 ,$3.68 ,1,
2006/12/12,IPG Photonics ,IPGP,Merrill Lynch/Lehman Brothers,$16.50 ,$25.00 ,$25.60 ,55.15%,$8.50 ,$9.10 ,3,
2006/12/13,Cal Dive International ,DVR,Banc of America/JPMorgan,$13.00 ,$12.75 ,$12.35 ,-5.00%,($0.25),($0.65),1,
2006/12/13,Genesis Lease Limited ,GLS,Citigroup/JPMorgan,$23.00 ,$24.40 ,$23.65 ,2.83%,$1.40 ,$0.65 ,2,
2006/12/13,MEDecision ,MEDE,Cowen/CIBC World Markets,$21.00 ,$21.86 ,$22.10 ,5.24%,$0.86 ,$1.10 ,1,
